키워드
"수영장, 운전기사"
"건설, 건축시공"
"리테일MD, 쇼핑몰, 쇼핑몰, MD, 촬영보조"
"베이커리, 파티쉐, 카페, 제과제빵점, 제빵사"
"부가세신고, 세무신고, 세무조정, 세무회계사무소, 세무기장"
"일반학원, 교육상담, 입시학원, 보습학원, 학생관리"
"건강식품, 거래처관리, 영업기획"
"4대보험, 급여관리, 행정, 인터넷교육, 결산"
"건강식품, 거래처관리, 영업기획"
"건강기능식품 마케팅, 개발 경력(PM, BM), 건강식품, 상품기획"
"관광, 거래처관리, 관광통역, 여행사, 리조트"
"건설, 샤시·창호"
"행정사무원, 시내버스, 문서관리, 문서작성, 전산입력"
"콜센터, 고객지원"
"승강기, 할석, 미장, 엘리베이터"
"IMC, 이벤트, 프로모션대행, 이벤트대행, 프로모션"
"인터넷교육, 교육기획, 컨텐츠, 교수설계"
"일식당, 일식, 일식, 일식"
바이럴마케팅
제지
"식품, 양식, 양식, 양식"
"방송송출·송신, 촬영보조, 프로덕션, 방송기획, 인터넷방송"
"실내건축, SNS마케팅, 인테리어, 리모델링"
"자동화설비, 기계설비"
"어학원, 목회, 학생관리"
"캐셔, 호텔, 서비스"
진료보조
"네트웍구축, 네트워크관리"
"네트웍구축, 네트워크관리"
"연구·실험·기술, 영양, 제조·공정"
"실내건축, 인테리어"
"손해사정, 보험청구"
"CG, 애니메이션, 디지털디자인"
"거래처관리, 솔루션, 영업기획, 민원상담, SI"
"관리회계, 직업전문학교, 전산회계"
"시공관리, 건설, 공무"
"부가세신고, 4대보험, 회계법인, 더존, 법인결산"
"어학원, 영어"
"인테리어디자인, 인테리어"
"웹툰, 만화 출판업, 인터넷만화, 컨텐츠"
"배송, 판매영업"
"고객안내, 프랜차이즈, 고객안내, 가맹점관리, 서빙"
"출판기획, 제본, 교정, 인터넷교육, 컨텐츠"
"어학원, 영어학원, 유아교육, 영어"
"고객관리, 관광, 거래처관리, 고객응대, 예약·발권"
"건설시스템, 토목, 토목설계, 토목설계, 토목"
손해사정
"에너지, 환경, 화학·섬유, 기계, R&D"
"솔루션영업, 기계, 기술영업, 열교환기, 기술지원"
"품질보증, 검증, 기계, 열교환기"
"기계, 영어, 열교환기, 일본어"
리조트
생산관리
"전산입력, 문서관리, 문서작성, 자산관리"
"CAD, 인테리어디자인, 인테리어"
"모바일앱개발, 솔루션영업, 소프트웨어개발, 솔루션"
"전산입력, 행정, 문서작성, 자재, 사이트관리"
"빅데이터, 네트워크보안, 보안관제, 보안소프트웨어, 정보보안"
"석유화학, 생산관리"
"베이커리, 파티쉐, 베이커리, 카페, 제과제빵점"
"투자자문, 영상제작, 투자상담"
"견적, 건축설계, 견적, CAD, 건축설계"
"에너지, 시장조사, 에너지, 전략기획, 시장분석"
"고객관리, 거래처관리, 거래처관리, 아웃소싱"
"전자회로, Hardware, Firmware, 펌웨어"
"비품관리, 문서관리, 손해보험"
"전자회로, 임베디드, 회로설계, PCB, Hardware"
"물류센터, 쇼핑몰"
"피부관리, 피부관리, 코디네이터, 상담실장"
"교육매니저, 설계매니저, 보험영업, 보험영업"
"프런트, 호텔리어, 호텔사무"
"투자자문, 영상제작, 투자상담"
"음향설계, 전기·전자, 제품개발"
"호텔리어, 중식, 호텔, 양식, 컨시어지"
"실사출력, 재단, 인쇄·출력, 기계조작, 미싱"
"랩뷰(Labview), 기계, 메카트로닉스, 기계설계, 기계설비"
"분양, 분양대행, 공인중개사, 영업기획, 분양상담"
"공조냉동, 납품, 재고관리, 상사"
"A·S수리, 기술지원, 필터교체, 경기도 정수기, 설치"
"여신상담, 캐피탈, 여신"
볼링
"B2B, 사이트관리, 상품기획, SNS마케팅, 전자상거래"
"화장품, 화장품영업, 국내영업"
지게차운전
"결산, 재무회계, 더존, 자금관리, 재무분석"
"금속·철강, 전주도금, 표면처리, 제품개발"
"고객관리, 케이터링, 거래처관리, 구내식당, 단체급식"
"면세점, 백화점, 유통, 납품기사"
"전화상담, 유통"
"시장조사, 광고기획, 오프라인마케팅, 컨벤션, 언론홍보"
"관리회계, 재무회계, 자금관리, 재무분석, 재무회계"
건설자재
"SI개발, SCADA, 파이선, HMI, SI"
"시스템운영, 네트웍구축, 네트워크관리, 정보보안"
"학원강사, 입시학원, 어학원, 영어학원"
"스튜디오, 매출관리, 판매관리, 판매영업"
"실내건축, 인테리어"
"가전판매, 무역업, 판매영업"
"게시판관리, 교환·반품, 배송상담, 전화상담, 유통"
"온라인광고, 프로모션"
"수행기사, 택배, 중장비운전, 육상운송, 운송"
"한식당, 패스트푸드, 프랜차이즈, 식품, 음식료"
"수행기사, 택배, 중장비운전, 육상운송, 운송"
"반도체장비, 자동제어, PLC"
손해사정
SI개발
"정형외과, 문서관리, 가정의학과, 문서작성, 소아청소년과"
"피자점, 양식, 카페, 패밀리레스토랑, 양식당"
간호조무
"고객관리, 관리회계, 부가세신고, ERP운용, 거래처관리"
"코디네이터, 간호조무"
"간호조무, 상담실장"
"폐기물처리, 환경, 물류센터, 재고관리, 창고관리"
"시스템운영, 클라우드운영, IT컨설팅, VMware"
"레포츠, 스포츠센터, 가스점검, 수영장, 시설점검"
"폐기물처리, 환경, 물류센터, 재고관리, 창고관리"
"법무, 사무장, 부동산개발, 사무실, 상가"
"방역, 연구·실험·기술"
"기술지원, 세척, 설치, 잡화매장"
"건축설계, 실내건축, 인테리어"
"프랜차이즈, 메뉴개발, 중식, 한식"
"GUI, DW, SI개발, SI, SM"
"DW, SI, SM, ERP, 소프트웨어개발"
"배송, 배송기사"
"식품가공, 전산입력, 사이트관리, 고객지원"
"애니메이션, 게임개발, 3D온라인게임"
"인테리어디자인, 실내건축, 인테리어, 아파트인테리어, 인테리어디자인"
"남성의류, 의류, 패션, MD, 의상디자인"
"고객안내, 헤어디자인, 스튜디오, 웨딩, 텔레마케팅"
"AMD, 리테일MD, 유통, 유통관리, 상품기획"
농업
"농업, 연구·실험·기술, 농림·축산연구, R&D, 생명공학"
"발전기, 납품, 메카트로닉스, 상품입출고, 기계설계"
"네트워크관리, 창고관리, 호텔리어, 빅데이터, OLAP개발자"
"클라이언트, Runtime 소프트웨어 엔지니어, 소프트웨어개발"
"전산입력, 비품관리, 자산관리, 소방, 문서작성"
"전산입력, 기계조립, 문서작성, 자재구매"
"마트, 아동복디자인, 여성캐주얼디자인, 할인점, 홈쇼핑"
"고객관리, 창고관리, 입출고관리, 영업기획, 물류센터"
"영상제작, 엔터테인먼트사, 연출, 영상제작"
"A·S수리, 자동차정비, 자동차정비"
"학원강사, 파트강사, 일반학원"
"영업기획, 신사업기획, 영업전략, 사업기획, 전략기획"
"마트, 고객응대, 재고관리, 판매영업, 고객안내"
"수행기사, 물류관리, 배송, 출하, 택배"
"상품입출고, 재고관리, 자동차정비, 자재구매, 자재구매"
"BI, SI, ERP, ISP, DW모델러"
"전자상거래, 콘텐츠기획, 쇼핑몰, 스토리보드"
"납품영업, 시스템영업, 장비영업, 컴퓨터, AS"
"SI, SM, 방화벽, 보안관제"
호텔
"반도체장비, 유지보수, 시스템분석, 정밀광학, 기계조작"
"유아교육, 학습지교사, 교사, 방문교사, 학습지"
"조선, 비금속"
"유지보수, 컴퓨터, AS, 경영기획, 문서관리"
"학습지, 방문교사"
"피부관리, 마사지"
"B2B, 거래처관리, B2C, 결제대행, 전자상거래"
"법인고객영업, 세무컨설팅, 보험상담, 보험영업, 재무상담"
"프로덕션, 영상제작"
"베이커리, 프랜차이즈, 제과제빵점, 제빵사"
"손해사정, 손해평가, 생명보험, 조사자, 손해사정"
"PL, PM, 사업기획, 컨텐츠, 전략기획"
건축설계
"방화벽, 보안관제, 네트워크관리, 정보보안, IT컨설팅"
"의류, 거래처관리, 납품영업, 거래처관리"
"치과, 치위생사"
"조립, 반도체장비, 반도체, 설비, LCD"
"판매, 국내영업"
"자동제어, PLC, 자동화설비제어, 전장제어, 자동제어"
"쇼핑몰, 식품판매, 진열관리, 소셜커머스, 판매영업"
"제어·설계, 반도체장비, 반도체, Microprocessor"
"빅데이터, 전기제어, 자동제어, 딥러닝, 인공지능"
"생산기술, 회로설계, 반도체장비, 반도체, PCB"
"RPA영업, SI, 기술영업"
"전장, 자동제어, 제어"
인터넷금융
메이크업
"신사업기획, 사업기획, 전략기획, 경영기획"
"투자상담·자문, 텔레마케팅"
"관광, 호텔, 호텔리어, 컨시어지, 프런트"
"남성의류, 의류, 직물·우븐·데님"
"학원강사, 영어학원, 보습학원, 영어"
"피자점, 카운터, 서빙, 양식, 패밀리레스토랑"
"남성의류, 의류판매, 샵마스터, 의류, 판매관리"
양식당
"B2C, 해외쇼핑몰, 전자상거래, 사이트관리, 문서작성"
"화장품판매, 판매관리"
"행정, 패션, 원단, 문서관리, 여성의류"
"구조설계, 도로설계, 토목, 토목설계, 토목"
"상품입출고, 정보디자인, 창고관리, 재고관리, 물류센터"
"유통, 납품기사, 배송기사, 중장비운전, 지게차운전"
서빙
"병원, 동물병원"
"기업홍보, 디지털마케팅, 브랜딩, 바이럴마케팅, 키워드광고"
IT학원
"프랜차이즈, 카페, 커피숍"
"레포츠, 생활체육"
"실사출력, 인쇄·출력"
"미생물, 바이오, 의약, 제약, 생명공학"
"연구·실험·기술, R&D, 생명공학, 제약·바이오R&D"
"가맹점관리, 프랜차이즈"
생활용품
병원
"컨시어지, 호텔"
공동주택관리
"패션, 데이터분석, 브랜드기획, 리테일MD, 매출관리"
"스튜디오, CG, 애니메이션, 2D디자인"
"제어·설계, 자동제어, 기계설비"
"생산관리, 3D설계, 기계설비, 2D설계"
"스튜디오, 특수효과, 편집실"
"교재제작, 인쇄, 출력, 출판, 편집디자인"
"리조트, 골프"
"마트, 판매영업, 매출관리, 유통, 물류"
"마트, 판매영업, 매출관리, 유통, 물류"
"마트, 판매영업, 매출관리, 유통, 물류"
"GUI, Unity, 모바일디자인, UI·UX기획, 소프트웨어개발"
"기구설계, 3D설계, R&D, 제품개발, 자동차"
"사업기획, 전략기획, 경영기획, 소프트웨어개발"
"SNS마케팅, 키워드광고"
"전시디자인, CAD, 전시기획, 디자인, 인테리어디자인"
"편집디자인, IBM디자인, 교재제작, 출판, 디지털디자인"
"보안컨설팅, 정보보안"
"FPCB, 기계조작, PCB"
"실사출력, 제본, 인쇄·출력, 인쇄, 출력"
"호텔리어, 호텔리어, 요리사, 셰프, 호텔종사자"
"디자인, POP, 옥외광고, 시각디자인, 현수막디자인"
"창고관리, 약국, 의약"
"세무법인, 결산, 더존, 부가세신고"
검증
"물류센터, 운송, 물류센터, 배송, 납품기사"
"전산입력, 창고관리, 거래처관리, 재고관리, 더존"
"라벨 인쇄 작업지시서 작성, 라벨 인쇄 확인 및 출고, 인쇄, 거래처 수주등록 및 월마감 업무, 기타 영업지원 및 사무관리 업무"
"수출입계약, 바이어개발, 영어, 제약, 의료기기"
"재고관리, 자재, 납품기사"
"상품입출고, 물류"
"원단, 섬유"
"제약영업, 의료기기영업, 화장품영업, 무역업"
"생산관리, 자동차부품, 자동차"
"육상운송, 운송, 시설관리, 화물차운전"
"조립, 전기"
"농림·축산연구, 제약·바이오R&D"
"웹에이전시, 광고기획, 브랜딩, 시장분석, 시장조사"
"판매, 유통, 텔레마케팅"
"자동차부품, 단체급식, 메뉴개발"
"PL, PM, SI, 기술영업, CRM"
"조립, 유압기기"
"BigData, 솔루션, BI, DataMining, 소프트웨어개발"
"의료기기, 국내영업, 의료기기영업, 거래처관리"
"생산관리, 화학"
"피부관리, 화장품"
"BigData, 솔루션, BI, DataMining, 소프트웨어개발"
"조립, 기계"
"유통, 유통관리, 홈쇼핑, 상품기획, 상품입출고"
"회로설계, 화학, 모델링"
"피부관리, 화장품, 검증"
"마트, 상품입출고, 창고관리, 재고관리, 할인점"
"마트, 유통, 납품기사"
"보험영업, 보험영업"
"고객관리, 여신상담, 해피콜, PB, 고객경험관리"
보건
금형
"전기·전자, 정밀광학, 제조·공정, 레이저"
"CI, 디자인, 브랜드디자인, 2D디자인, 디지털디자인"
"생산관리, HACCP, 식품가공"
"상품입출고, 재고관리, 자재구매, 자재구매, LED"
"출판기획, 편집디자인, 교정, 출판, 출판기획"
"건설, 납품영업, 영업기획, 국내영업"
"시스템운영, 시스템운영, 시스템분석, 네트워크관리, 네트워크관리"
쇼핑몰
"판매, 리테일MD, 유통, 유통관리, 매출관리"
"메뉴기획, 자격증·기술, 직업훈련"
"조립, 기계조립"
"패션, 고객관리"
"관리회계, 부가세신고, 내부감사, 4대보험, 급여관리"
성형외과
"경정비, 자동차정비, 보상"
"조립, 기계"
"GUI, 서버관리, 인터넷교육, 인터페이스, 반응형웹"
"설치, 통신설비, 통신, 유지보수"
"행정, 비품관리, 시설점검, 전기점검, 산업안전"
"해피콜, 화장품, 교환·반품, 인포메이션, 접수·예약"
"기능학원, 학원강사, IT학원, 아바타디자인"
"전자회로, 검증, 회로설계, Firmware, 펌웨어"
"재고관리, 물류센터, 상품입출고, 아웃소싱, 자재구매"
"BigData, 사이트 운영 관리, 빅데이터 수집원 관리, 솔루션, 자료조사"
"건축설계, 기구설계, 캐드원, 공조냉동, 소방·방재"
"어학원, 보육교사"
"식품가공, 코팅"
"건축설계, 전기기사, 전기공사, 건축구조 기술자"
"유지보수, 통신, 통신설비, 정보통신"
"물류센터, 배송, 재고관리, 납품기사, 물류"
"에너지, 화공, 화학, 환경, 신소재"
"솔루션, SI, 소프트웨어개발"
"화학, 에너지, 화공, 환경"
"관광, 청소·미화"
"에너지, 화공, 화학, 환경, 에너지"
"렌탈, A·S수리, 기술지원, 렌탈영업, 설치"
"급여관리, 세무회계사무소, 4대보험, 노무법인"
컨설팅
"기계설계, CAD"
"양식, 프랜차이즈, 음식료, 양식당"
"SI, SM"
"유지보수, 기계, 기계설비, PLC, 기계조작"
"더존, 자산관리사"
소프트웨어개발
"의료기기영업, 의료기기"
"기업홍보, 시장조사, 브랜딩, 상품기획, 콘텐츠기획"
무선통신
동물병원
"게시판관리, 온라인상담"
기계
"전자통신, 회로설계"
"A·S수리, 기계, 유지보수"
회로설계
"호텔, 프런트"
상품입출고
"펜션, 호텔, 민박"
"서무, 골프회원권딜러"
"백신프로그램, 네트워크보안, 해킹, IDS, 보안소프트웨어"
"조선, ISO"
"복리후생, 복리후생, 행정, 비품관리, 조직문화"
"패션, 여성의류"
"매장·시설감시, 안전요원, 보안, 경비, 보안"
"캐드원, CAD"
"영업기획, e러닝, 영업전략, 교육기획, 교수설계"
