기업명,평균 학점,평균 토익점수,평균 외국어 개수,평균 자격증 개수,평균 해외경험 횟수,평균 인턴경험 횟수,평균 수상 횟수,평균 봉사 횟수
글로벌스탠다드테크놀로지,3.44,635.0,1.0,2.1,1.8,2.5,1.5,1.4
한성식품,3.62,735.0,1.0,2.3,1.0,3.0,1.7897404830331127,2.0
엠디플렉스,3.56,770.2780620801052,1.0,1.9,1.0,1.0,1.7666451775346543,1.7726922181749898
스탠다드네트웍스,3.44,480.0,1.0,1.9,1.0,1.5454648913292337,1.7204545665377378,1.0
엠게임,3.53,806.0,1.2,1.8,1.1,2.0,1.7,1.3
삼진엘앤디,3.51,736.0,1.0,2.0,1.2,1.3,1.9,1.9
조이맥스,3.43,808.0,1.0,1.9,1.0,2.5,1.7,1.0
블루버드,3.64,769.0,1.2,2.0,1.5,1.0,2.0,2.2
삼진,3.62,680.0,1.7,1.9,1.3,1.4681285412040121,1.3,2.3
그라비티,3.45,747.0,1.1,1.9,1.3,1.0,2.0,3.5
영인과학,3.63,784.0,1.0,2.4,1.0,1.0,1.5,2.0
헬릭스미스,3.41,750.0,1.1314169093531998,2.0,1.2751481942175529,1.5583542830167705,1.0,1.7250736305884489
한국조세재정연구원,3.62,831.0,1.0,1.8,1.3,1.0,1.3,1.2
이펙스,3.69,780.0,1.0,1.9,1.0,1.5,2.0,2.0
케이지모빌리언스,3.72,775.0,2.0,1.9,1.0,1.5,1.8282326588638764,3.0
JTBC콘텐트허브,3.53,795.0,1.0,1.7,1.3,1.0,1.0,1.7
KBS인터넷,3.39,780.0,1.3,1.3,1.2745965094575673,1.5669472108084617,1.7012084786223558,1.5
한솔인티큐브,3.68,777.0,1.0,2.1,1.2,1.0,1.6,2.2
유비벨록스,3.6,774.0,1.0,2.2,1.2,1.0,1.6,2.2
중앙엠앤비,3.59,719.0,1.0,1.9,1.0,2.0,1.0,2.3
한국과학기술기획평가원,3.77,807.0,1.0,2.4,1.3,1.0,1.9,3.7
디지털타임스,3.38,765.0,1.0,1.6,1.0,3.0,1.0,2.0
한국생산기술연구원,3.77,734.0,1.1,2.1,1.3,1.5,1.8,1.6
한국기계산업진흥회,3.58,863.0,1.3,2.1,1.3,1.5,2.3,3.1
마크애니,3.64,781.0,1.0,2.4,1.5,1.3,1.0,1.9
scd,3.27,765.0,1.0,2.8,1.3,1.7,1.6550178676254392,1.5
영풍정밀,3.6,852.0,1.0,1.9,1.1,1.5,2.0,1.3
서울식품공업,3.6,565.0,1.0,2.2,1.1,1.0,3.0,2.0
임베라대덕 주식회사,3.44,875.0,1.0,2.3,1.4,1.5454648913292337,1.7204545665377378,1.734597348105757
웹케시,3.62,785.0,1.2,2.3,1.4,1.3,2.2,1.7
한국철강협회,3.58,823.0,1.0,1.7,1.0,2.0,1.7743436127008072,2.0
ES큐브,3.55,811.0,1.0,1.9,1.7,1.4982037884749317,1.8,2.0
코스모앤컴퍼니,3.63,885.0,1.169138297671973,2.1,1.0,1.0,1.5,1.0
에듀언스,3.61,730.0,1.1657090805520847,2.1,1.0,1.4724250050998577,1.785891265450036,1.7885650807038367
브이티지엠피,3.6,798.0,1.1639944719921405,2.4,1.0,1.3,1.5,1.0
제이브이엠,3.52,722.0,1.0,1.9,1.6,2.0,2.1,1.3
톱텍,3.56,557.0,1.0,2.2,1.3,3.0,1.0,1.3
이루온,3.69,652.0,1.0,2.4,1.5,1.5,1.7,2.5
제우스,3.38,720.0,1.2,2.3,1.2,1.0,1.0,2.0
플랜티넷,3.78,875.0,1.0,1.8,1.3,1.0,2.2,2.3
제이스코홀딩스,4.11,610.0,1.5,2.0,1.2944571608170492,1.2576018103075757,1.9783521446038554,1.5
엘오티베큠,3.5,734.0,1.0,2.2,1.0,2.5,1.0,1.0
아이스테이션,3.56,770.2780620801052,1.0,2.4,2.0,1.493907324579086,1.7666451775346543,1.7726922181749898
루트원플러스,3.57,630.0,1.3,2.4,1.3,1.4896108606832403,1.7704943951177305,1.775866790680759
정상제이엘에스,3.52,773.0,1.0,2.2,1.6,1.5110931801624685,1.8,1.3
녹원씨엔아이,3.47,745.0,1.0,2.0,1.5,1.2,2.5,2.0
영보화학,3.34,650.0,1.11941464943359,2.3,1.3,1.58842953028769,1.0,1.0
팜젠사이언스,3.5,764.0,1.0,2.2,1.3,2.0,1.0,1.3
더존비즈온,3.57,674.0,1.0,2.6,1.1,1.6,1.8,2.1
㈔한국정보산업연합회,3.76,859.0,1.0,1.5,1.0,1.7,2.2,2.0
듀오백,3.49,832.0,1.0,2.5,1.0,2.5,1.0,1.8
텔라움,3.37,748.6137614320546,1.1245584751134228,2.6,1.2740448246975817,1.575540138600153,1.0,1.7123753405653714
아이에스시,3.67,701.0,1.0,2.6,1.3,1.6,2.6,1.7
글로스퍼랩스,3.58,772.5585147799,1.160565254872252,2.6,1.0,1.5,1.7743436127008072,2.5
한국산업기술진흥협회,3.57,748.0,1.3,2.2,1.3,1.0,1.0,1.8
한국쉘석유,3.65,823.0,1.0,2.5,1.3,2.0,1.8012881357823418,2.0
피피지에스에스씨,3.49,732.0,1.0,1.0,1.0,1.5239825718500053,1.7397006544531197,1.0
대림자동차공업,3.65,813.0,1.0,2.2,1.1,1.4,1.6,2.5
SGC에너지,3.61,826.0,1.8,1.9,1.2,1.1,2.4,3.0
현대엠시트,3.69,842.0,1.1794259490316388,2.7,1.0,1.5,1.3,2.0
오텍캐리어,3.64,796.0,1.0,1.9,1.0,2.0,2.8,2.1
현대그린푸드,3.63,812.0,1.3,2.5,1.2,1.5,1.7,1.8
경기저축은행,3.67,800.0,1.1759967319117504,2.4,1.3,1.0,1.0,3.0
포스코엠텍,3.66,845.0,1.0,2.5,1.1,1.2,1.2,1.6
현대위스코,3.71,815.0,1.5,2.8,1.0,1.0,1.8243834412808,2.0
도화엔지니어링,3.67,846.0,1.5,2.2,1.3,2.0,2.2,1.4
토마토저축은행,3.63,820.0,1.169138297671973,1.6,1.3,1.0,3.0,2.0
넥슨코리아,3.58,800.0,1.0,1.8,1.1,1.3,2.0,2.3
SBI저축은행,3.55,741.0,1.2,2.0,1.3,1.4,1.8,1.8
신한이지손해보험,3.61,905.0,1.1657090805520847,2.9,1.280665041817409,1.0,2.0,1.7885650807038367
대원씨티에스,3.54,740.0,1.0,2.0,1.0,2.0,2.0,1.4
선진지주,3.59,730.0,1.0,2.9,1.0,1.4810179328915491,2.0,3.0
케이티스카이라이프,3.61,907.0,2.0,2.2,1.0,1.5,5.0,2.5
바스프퍼포먼스폴리아마이드코리아,3.35,890.0,1.1211292579935344,1.9,1.2,1.5841330663918443,1.6858116082900503,1.0
풀무원식품,3.64,829.0,1.0,1.7,1.0,1.0,1.5,1.8
아프로파이낸셜대부,3.54,853.0,1.0,2.0,1.0,2.0,2.0,2.5
JW중외제약,3.5,786.0,1.3,2.3,1.3,1.4,1.6,2.4
깨끗한나라,3.61,823.0,1.4,2.3,1.3,1.0,1.7,1.9
현대오토에버,3.69,833.0,1.0,1.8,1.3,1.1,1.8,1.9
하림홀딩스,3.65,731.0,1.0,2.6,1.0,1.4552391495164752,1.8,1.1
현대비앤지스틸,3.69,854.0,1.1794259490316388,2.8,1.3,1.3,2.9,2.3
주식회사 경신,3.63,769.0,1.5,2.5,1.3,1.3,1.5,1.8
대륜이엔에스,3.55,812.0,1.0,1.4,1.5,1.3,1.762795959951578,1.7695176456692203
악사손해보험,3.52,789.0,1.1502776035125866,1.9,1.0,1.3,1.0,1.5
에릭슨엘지,3.81,841.0,1.0,1.9,1.4,1.5,1.0,2.4
에스케이실트론,3.66,793.0,1.0,2.0,1.2,1.0,2.2,1.7
현대트랜시스,3.6,841.0,1.0,1.9,1.1,1.3,1.5,1.6
도레이첨단소재,3.63,845.0,1.6,2.0,1.1,1.3,2.3,1.6
메리츠증권,3.55,835.0,1.0,2.2,1.1,1.0,1.0,1.1
대성합동지주,3.61,769.0,1.1,2.3,1.7,1.4724250050998577,1.0,1.7885650807038367
한솔테크닉스,3.57,783.0,1.3,1.8,1.3,1.1,2.3,1.4
포스코P&S,3.73,920.0,1.3,2.1,1.2,1.3,1.8320818764469529,1.0
현대글로비스,3.74,904.0,1.2,2.9,1.2,1.3,2.1,2.8
KDB생명보험,3.57,735.0,1.2,1.9,1.1,1.7,2.3,1.7
LG유플러스,3.61,826.0,1.1,1.9,1.2,1.2,1.6,1.8
홈플러스,3.58,827.0,1.1,2.0,1.3,1.4,1.7,1.6
코닝정밀소재,3.64,845.0,1.5,2.4,1.1,1.7,2.0,1.4
지에스건설,3.65,829.0,1.3,1.9,1.0,1.2,1.5,1.3
한국지엠,3.57,817.0,1.0,1.9,1.2,1.0,1.8,1.7
SK이노베이션,3.83,870.0,2.0,1.8,1.1,1.3,1.9,1.6
광혁건설,3.46,782.0,1.1399899521529209,2.1,1.3,1.5368719635375423,1.0,1.3
현대아이에이치엘,3.67,741.0,1.5,2.2,1.0,1.3,3.0,2.3
엘엑스세미콘,3.72,747.0,1.0,3.6,1.3,1.7,3.2,2.6
우미건설,3.71,817.0,1.0,2.6,1.0,2.0,1.0,1.0
청호나이스,3.49,791.0,1.1,2.0,1.4,1.5,1.2,2.0
태양금속공업,3.53,720.0,1.0,2.1,1.2,1.0,1.5,1.7
연이비앤티,3.35,875.0,1.1211292579935344,2.2,1.0,1.0,1.5,1.5
효성굿스프링스,3.63,789.0,1.3,2.5,1.3,1.5,1.0,1.8
에스에스씨피,3.68,848.0,2.0,2.0,1.0,1.4423497578289382,1.0,2.0
도이치모터스,3.67,778.0,1.0,2.2,1.3,1.3,2.8,1.0
경방,3.4,838.0,1.0,2.4,1.2,1.7,1.0,2.0
현대차증권,3.76,797.0,1.0,6.0,1.3,1.4079780466621732,7.7,5.7
경창산업,3.58,656.0,1.0,2.2,1.5,2.0,1.3,1.3
양우종합건설,3.48,895.0,1.1434191692728095,2.3,1.5,1.528279035745851,2.0,1.7472956381288345
남양넥스모,3.48,772.0,1.0,1.8,2.0,1.0,1.8,1.3
엘에스메탈,3.58,822.0,1.0,1.3,2.0,1.0,1.0,1.0
팜한농,3.59,789.0,1.0,2.3,1.4,1.1,1.9,1.6
명화공업,3.51,757.0,1.2,2.1,1.6,1.3,2.3,2.2
한양이엔지,3.41,748.0,1.8,2.1,1.5,1.0,1.3,1.2
이노션,3.69,867.0,1.5,1.9,1.2,2.1,3.8,1.8
한독모터스,3.68,779.0,1.1777113404716943,2.5,1.0,1.0,2.7,1.5
모뉴엘,3.63,720.0,1.169138297671973,2.2,1.5,1.4638320773081666,1.0,1.0
롯데에너지머티리얼즈,3.63,746.0,1.0,2.2,1.0,1.0,1.6,2.0
애디언트코리아,3.54,847.0,1.0,2.5,1.2,1.5,2.5,2.3
태평양물산,3.65,835.0,1.1,2.3,1.4,2.0,1.6,1.0
독립문,3.58,851.0,1.160565254872252,2.0,1.6,1.5,1.4,1.5
에이케이켐텍,3.75,639.0,1.189713600391304,3.1,1.2845268351373083,1.0,1.8397803116131055,2.0
부산교통공사,3.64,859.0,1.0,3.2,1.8,1.0,1.8,3.7
동국산업,3.58,867.0,1.160565254872252,1.9,1.0,1.3,1.0,2.0
동원홈푸드,3.51,858.0,1.0,2.5,1.2,1.2,2.3,2.5
핸즈코퍼레이션,3.55,841.0,1.2,2.2,1.6,1.7,2.0,1.7
포스코에이에스티,3.49,785.0,1.1451337778327537,2.0,1.0,1.5,1.0,4.5
유라엘텍,3.42,762.0,1.133131517913144,2.4,1.0,1.0,1.0,1.5
성창이엔씨,3.63,739.0,1.0,2.5,1.3,2.0,1.793589700616189,1.7949142257153754
케이티아이에스,3.59,742.0,1.0,2.1,1.2,1.7,1.2,1.2
엘에스네트웍스,3.67,888.0,1.1759967319117504,1.9,1.0,1.446646221724784,1.0,1.807612515738453
롯데렌탈,3.51,802.0,1.9,1.9,2.8,1.6,1.4,1.5
이랜드,3.65,833.0,1.0,2.0,1.2,1.3,2.1,2.1
한솔라이팅,3.66,727.0,1.7,1.9,1.0,1.0,1.0,1.2
롯데주류비지,3.57,833.0,1.0,2.1,1.2,1.0,2.0,1.5
주성엔지니어링,3.65,735.0,1.0,1.8,1.2,1.4,2.0,1.5
인천도시공사,3.54,870.0,1.0,2.7,1.0,1.5025002523707771,1.0,1.7663430731634508
에이치디씨현대이피,3.67,914.0,1.0,2.3,1.3,1.0,1.8089865709484945,2.3
부산도시공사,3.71,811.0,1.0,1.7,1.2834234656173371,1.0,3.0,1.0
피에스앤마케팅,3.45,800.0,1.1,2.2,1.4,1.6,1.5,1.9
부영주택,3.68,760.0,1.0,2.2,1.5,1.0,1.8,1.7
코오롱인더스트리,3.66,842.0,1.3,2.1,1.2,1.1,1.3,1.7
국민연금공단,3.65,788.0,1.3,2.4,1.2,1.3,2.1,2.1
한국발명진흥회,3.62,837.0,1.0,2.2,1.1,1.5,1.7,2.0
썬스타특수정밀,3.4,779.0,1.2,1.9,1.6,1.3,1.5,1.7
평화엔지니어링,3.59,870.0,1.0,1.7,1.4,1.0,1.0,1.7
이니텍,3.45,802.0,1.1382753435929769,2.3,1.2,2.5,1.5,2.5
삼천당제약,3.51,672.0,1.1485629949526421,2.8,1.0,1.5153896440583143,2.0,2.3
썬앳푸드,3.69,739.0,1.1,2.3,1.3,1.5,1.9,1.5
MBC PLAY BE,3.58,722.0,1.3,1.9,1.0,2.0,1.0,1.7
지엔코,3.5,742.0,1.2,1.5,1.3,2.0,2.0,1.7
일야,3.6,643.0,1.0,2.5,1.7,2.5,1.7820420478669599,1.7
와이비엠넷,3.6,799.0,1.1,2.4,1.2,2.0,1.8,1.6
코디,3.59,905.0,1.3,2.0,1.3,1.0,1.0,1.0
디아이,3.67,766.0,1.3,2.6,1.3,2.0,1.0,1.0
한올바이오파마,3.57,640.0,1.0,2.3,1.2,1.0,1.0,1.7
비에이치,3.46,795.0,1.3,2.2,1.8,1.8,1.7,2.3
한국도심공항자산관리,3.58,830.0,1.0,1.1,1.0,1.4853143967873947,1.7743436127008072,2.0
진주햄,3.44,644.0,1.1365607350330325,2.4,1.5,1.3,2.0,2.3
홈센타홀딩스,3.57,771.4182884300026,1.1588506463123078,2.2,1.279561672297438,2.0,1.7704943951177305,1.0
아바코,3.63,733.0,2.0,2.4,1.5,1.5,5.0,2.3
대한뉴팜,3.35,757.0,1.0,1.6,1.0,1.0,1.0,1.3
제일테크노스,3.59,755.0,1.1622798634321962,2.5,1.5,1.0,2.0,4.0
UPSSCS코리아,3.42,834.0,1.0,2.4,1.2,2.0,1.7127561313715849,1.5
유티아이코리아,3.59,888.0,1.0,1.8,1.3,2.0,1.7781928302838834,2.0
오디텍,3.64,733.0,1.0,1.9,1.4,1.0,1.7,1.7
에스엔유프리시젼,3.44,740.0,1.7,2.2,1.7,2.0,2.1,1.3
진양제약,3.43,715.0,1.0,2.4,1.3,1.2,1.5,2.0
서울리거,3.29,613.0,1.0,2.8,1.0,1.6099118497669183,1.0,2.0
삼지전자,3.43,712.0,1.0,2.3,1.5,1.5497613552250793,1.0,1.5
태광이엔시,3.74,860.0,1.18799899183136,1.9,1.0,1.4165709744538644,1.8359310940300293,1.8298345232788389
와이더블유,3.63,655.0,1.0,2.1,1.3,1.4638320773081666,1.793589700616189,1.0
프로텍,3.49,835.0,1.5,1.8,1.6,1.0,2.0,2.0
예당컴퍼니,3.4,820.0,1.3,2.1,1.4,2.0,1.0,2.0
한국정보통신,3.46,812.0,1.0,2.0,1.4,1.0,1.3,2.0
에이치엘비,3.44,785.0,1.1365607350330325,1.8,1.0,1.5454648913292337,1.7204545665377378,2.0
한국애보트진단,3.61,821.0,1.0,2.5,1.8,1.0,5.0,2.4
유라테크,3.53,798.0,1.0,2.6,1.1,2.0,3.0,1.8
삼영엠텍,3.85,683.0,1.5,2.6,1.6,1.5,1.3,1.864754820842302
기산텔레콤,3.78,675.0,1.0,2.2,1.2853543622772867,1.0,2.3,1.0
동일기연,3.64,773.0,1.0,2.3,1.3,1.4595356134123207,2.0,4.0
씨티씨바이오,3.56,866.0,1.1571360377523634,2.5,1.0,1.493907324579086,1.0,1.0
네오리진,3.56,714.0,1.1571360377523634,2.5,1.1,1.493907324579086,3.0,2.3
다스코,3.7,615.0,1.0,2.2,1.0,1.433756830037247,1.8205342236977238,1.8171362332557612
한국무역보험공사,3.65,809.0,1.1,2.6,1.2,1.6,1.3,1.5
매경닷컴,3.35,874.0,1.0,2.0,1.2,2.0,1.4,1.5
강원도개발공사,3.62,874.0,1.5,2.7,1.1,1.1,2.0,1.0
대한법률구조공단,3.6,846.0,1.3,2.3,1.5,1.5,1.7,1.0
한국예탁결제원,3.5,784.0,1.6,2.0,1.2,1.1,1.3,2.0
(재)연구개발특구진흥재단,3.72,788.5216836784637,1.0,3.3,1.0,1.0,1.0,2.0
(재)한국농림수산정보센터,3.61,700.0,1.3,2.0,1.0,1.0,1.0,2.3
한국에스지에스,3.55,779.0,1.0,2.3,1.1,1.5,1.2,2.4
넥솔론,3.62,793.0,1.0,2.2,1.2,2.0,1.6,1.5
아주프라퍼티즈,3.47,734.0,1.0,2.4,1.0,1.5325754996416967,2.0,1.7441210656230652
한미사이언스,3.55,799.0,1.5,2.4,1.2,1.9,2.4,1.8
이베스트투자증권,3.59,812.0,1.0,2.3,1.1,1.8,1.2,1.7
킨코스코리아,3.42,789.0,1.5,2.1,1.3,2.0,1.6,2.0
쎄라텍,3.52,661.0,1.0,2.1,1.3,1.3,1.5,2.0
동아엘텍,3.46,755.0,1.1399899521529209,2.0,1.5,1.0,1.7281530017038904,2.0
유니셈,3.49,738.0,1.3,1.9,1.3,2.7,2.7,1.5
핸디소프트,3.6,701.0,1.0,2.4,1.0,1.0,1.7820420478669599,1.0
글로앤웰,3.88,797.0,3.5,2.6,1.4,1.0,3.3,1.0
케이피엠테크,3.54,773.0,1.5,1.9,1.2,1.0,1.0,2.3
인포바인,3.59,545.0,2.0,2.2,1.0,2.2,1.7781928302838834,1.3
인지소프트,3.7,778.0,1.0,1.9,1.4,1.0,1.4,1.5
케이엑스하이텍,3.54,748.0,1.0,2.1,1.0,1.0,1.0,1.3
지니뮤직,3.66,773.0,1.0,2.0,1.0,1.0,1.5,2.0
알에프세미,3.55,600.0,1.5,2.1,1.5,1.0,1.762795959951578,2.0
아모텍,3.65,771.0,1.1,1.8,1.3,1.1,1.1,1.8
리드코프,3.47,769.0,1.0,2.0,1.3,1.3,1.8,2.0
파라텍,3.44,823.0,1.0,2.3,1.5,1.5454648913292337,1.7204545665377378,1.0
아이피에스,3.73,880.0,1.0,2.0,1.5,1.4208674383497102,1.8320818764469529,1.8266599507730694
현대에이치티,3.6,750.0,2.0,2.6,1.2,1.0,1.7820420478669599,1.0
하이록코리아,3.63,788.0,1.0,1.9,1.8,1.4638320773081666,1.0,1.7949142257153754
오리콤,3.59,848.0,1.0,2.2,1.0,1.6,2.2,1.6
한국정보공학,3.49,743.0,1.1451337778327537,2.3,1.6,1.5239825718500053,2.0,1.0
제이앤유글로벌,3.74,727.0,1.0,1.9,1.3,4.0,2.0,1.8298345232788389
디지틀조선일보,3.66,781.0,1.2,2.1,1.3,1.5,2.7,2.2
보성파워텍,3.55,877.0,1.0,2.4,1.0,2.5,3.0,1.0
이엠따블유,3.54,805.0,1.0,1.7,1.2787341451574594,1.5025002523707771,1.7589467423685015,1.0
우림기계,3.31,610.0,1.5,2.0,1.0,1.6013189219752268,1.6704147379577448,1.693327905530755
케이에이치필룩스,3.54,811.0,1.3,2.0,1.4,1.5,2.3,2.0
비상교육,3.65,805.0,1.0,2.2,1.5,1.1,1.7,2.0
폴루스바이오팜,3.5,779.0,1.5,2.2,2.0,2.3,2.0,1.5
원익큐엔씨,3.47,855.0,1.1417045607128653,2.3,1.0,2.0,1.0,1.0
휴니드테크놀러지스,3.67,822.0,1.1759967319117504,2.0,1.0,1.7,1.8,1.4
휘닉스소재,3.65,738.0,1.1725675147918617,2.2,1.0,1.0,2.0,2.0
KB오토시스,3.0,603.0,1.0611179583954857,2.7,1.0,1.0,1.551088992882377,1.594916157851904
에스피지,3.55,770.0,1.5,2.1,1.4,1.4982037884749317,3.0,2.5
디초콜릿이앤티에프,3.54,767.9976093803105,1.153706820632475,2.6,3.0,2.0,1.7589467423685015,1.7663430731634508
휴비츠,3.63,767.0,1.0,2.1,1.3,1.4638320773081666,2.4,1.7
조광피혁,3.46,743.0,1.3,2.1,1.4,1.5368719635375423,5.0,1.5
휘닉스파크,3.98,720.0,1.229149597270022,2.0,1.0,1.313455840953569,1.9283123160238622,1.5
인바디,3.6,848.0,1.1,2.0,1.2,1.5,3.7,3.2
위다스,3.67,795.0,2.0,2.3,1.3,1.446646221724784,2.5,1.807612515738453
신성이엔지,3.49,763.0,1.0,2.1,1.3,2.7,1.0,1.7
디티에스,3.31,693.0,1.0,1.7,1.3,1.0,1.6704147379577448,1.693327905530755
한국교육방송공사,3.57,817.0,1.1,2.1,1.3,1.5,1.3,2.2
화성밸브,3.55,580.0,2.0,1.9,1.279009987537452,1.4982037884749317,1.762795959951578,1.7695176456692203
제넨바이오,3.52,631.0,1.0,2.2,1.4,1.0,2.0,2.0
인성정보,3.52,595.0,1.0,2.7,1.0,1.5,2.5,2.5
쉰들러엘리베이터,3.55,838.0,1.1554214291924192,1.7,1.1,2.0,2.0,2.0
이노디자인,3.58,758.0,1.0,1.5,1.1,1.4853143967873947,1.8,1.0
KB데이타시스템,3.64,807.0,1.1708529062319175,2.2,1.0,1.0,2.0,1.0
한빛소프트,3.49,792.0,1.2,2.2,1.2,1.0,2.0,1.5
에프에스티,3.47,657.0,1.0,2.3,2.0,1.0,2.2,1.5
한글과컴퓨터,3.61,777.0,1.3,2.0,1.1,1.2,1.9,1.9
알에프윈도우,3.63,775.0,1.0,2.2,1.3,1.3,1.3,1.0
셀바스에이아이,3.56,738.0,1.0,1.6,1.0,2.0,3.0,2.0
유니메드제약,3.52,860.0,1.0,2.5,1.3,1.7,1.5,2.0
서한워너터보시스템즈,3.51,764.5769303306181,1.5,1.6,1.0,1.0,3.0,1.2
스투트가르트스포츠카,3.55,804.0,1.0,2.3,1.2,1.5,1.0,2.0
원우정밀,3.69,830.0,1.0,2.1,1.0,1.4380532939330928,1.0,1.8139616607499918
오픈타이드코리아,3.56,752.0,1.1,1.7,1.3,1.5,1.6,1.8
삼양푸드앤다이닝,3.76,565.0,1.0,2.3,1.7,1.4079780466621732,1.843629529196182,1.8361836682903774
광명전기,3.73,775.0,1.1862843832714156,1.8,1.0,2.0,1.0,3.0
한국허벌라이프,3.58,868.0,1.0,2.0,1.3,1.0,1.3,2.0
월디스투어,3.45,757.7355722312338,1.5,1.6,1.6,1.5411684274333879,1.7243037841208142,1.7377719206115265
자이에스앤디,3.51,665.0,1.0,2.1,1.4,1.0,1.9,1.4
하나로드림게임즈,3.54,702.0,1.5,2.3,1.2,1.0,1.0,1.0
티시스,3.59,746.0,1.0,2.6,1.3,1.0,2.0,1.0
스위스포트코리아,3.5,811.0,1.1,2.0,1.4,1.9,1.7,1.9
메이슨씨앤아이대부,3.6,744.0,1.0,1.8,1.1,1.4767214689957033,1.0,2.0
삼양에프앤비,3.69,712.0,1.1,2.1,1.1,2.1,1.3,2.2
캐논쎄미콘덕터엔지니어링코리아,3.55,777.0,1.3,1.9,1.2,1.0,2.0,1.0
한국오바라,3.54,450.0,1.2,2.5,1.4,1.0,1.3,1.7663430731634508
호남대학교,3.8,528.0,1.1,2.5,1.4,1.0,1.0,1.0
광주과학기술원,3.7,817.0,1.1,2.4,1.2,1.6,2.8,2.5
오투리조트,3.63,738.0,1.0,2.2,1.0,3.0,2.0,1.0
알바니인터내셔날코리아,3.58,883.0,1.0,2.6,1.0,1.4853143967873947,1.7743436127008072,1.7790413631865285
코아스,3.66,890.0,1.7,3.4,1.282044253717373,1.7,4.4,1.0
SAMSUNG GLOBAL RESEARCH,3.68,839.0,1.1,2.0,1.2,1.3,2.5,1.4
삼성화재서비스손해사정,3.64,777.0,1.0,2.9,2.0,1.6,3.2,1.7
교보핫트랙스,3.71,836.0,1.1,1.8,1.0,2.3,2.0,1.7
롯데에코월,3.61,715.0,1.0,1.9,1.0,1.4724250050998577,2.3,1.6
하이원엔터테인먼트,3.46,758.8757985811312,1.0,1.8,1.0,1.5368719635375423,2.7,2.0
브이피,3.36,817.0,1.1228438665534786,2.6,1.0,1.0,1.5,2.5
코오롱베니트,3.57,809.0,1.0,2.5,1.2,1.4,1.8,1.6
포켓몬코리아,3.76,798.0,1.4,2.0,1.4,1.0,2.7,1.0
한국호야전자,3.59,855.0,1.0,2.2,1.0,1.4810179328915491,1.7781928302838834,5.0
GS왓슨스,3.47,778.0,1.3,1.6,1.3,1.5,2.0,2.4
DHC KOREA INC,3.67,708.0,1.1759967319117504,2.7,1.7,1.446646221724784,2.5,1.807612515738453
SkyCross Korea,3.58,774.0,1.0,2.6,1.5,2.0,1.0,1.0
PUMA KOREA Ltd.,3.6,816.0,1.0,2.3,1.3,1.4767214689957033,1.0,1.0
한국알프스,3.65,784.0,1.8,2.6,1.4,1.0,1.0,1.6
중앙고속,3.66,781.6803255790792,1.0,2.6,1.4,1.0,1.0,1.0
엘브이엠에치코스메틱스,3.57,920.0,1.7,1.8,1.5,1.5,3.0,2.0
매일경제신문사,3.72,819.0,1.1,2.0,1.5,1.2,2.1,2.3
코레일테크,3.47,680.0,1.0,2.2,1.0,2.0,1.2,1.3
에이본 프로덕츠,3.72,880.0,1.0,3.1,1.7,1.4251639022455556,5.0,1.0
넥슨GT,3.56,900.0,1.1571360377523634,2.8,2.0,2.0,2.0,1.7726922181749898
네오팜,3.61,702.0,1.0,1.9,1.3,1.5,2.3,2.0
아이엠비씨,3.76,798.0,1.5,2.9,1.5,1.0,1.8,1.0
NE능률,3.58,902.0,1.2,2.1,1.3,2.6,1.1,1.4
제너시스템즈,3.64,813.0,1.1708529062319175,2.3,1.1,2.0,1.0,1.8
카이시스,3.48,745.0,1.1434191692728095,2.4,1.0,1.528279035745851,1.7358514368700433,1.0
에스넷시스템,3.41,733.0,1.1,2.5,1.0,3.0,1.9,1.8
에이치케이,3.59,663.0,1.3,1.9,1.8,1.0,1.0,1.3
삼륭물산,3.69,615.0,1.1794259490316388,2.7,1.2828717808573515,1.0,2.0,2.0
링네트,3.46,681.0,1.0,2.9,1.5,1.5368719635375423,4.0,1.8
고려제약,3.59,631.0,1.3,2.1,1.5,1.0,2.1,1.4
뉴프렉스,3.57,724.0,1.2,1.8,1.2,2.5,1.0,1.8
제이엠아이,3.53,805.0,1.1519922120725308,2.1,1.0,2.0,1.755097524785425,1.0
게임빌,3.6,863.0,1.3,2.3,1.1,1.5,2.2,2.7
아이톡시,3.58,794.0,1.4,2.3,1.2,1.6,1.7,1.8
에프티이앤이,3.45,764.0,1.0,2.0,1.8,1.0,2.0,1.7377719206115265
원익홀딩스,3.55,743.0,1.0,2.1,1.2,1.0,1.0,1.0
리노스,3.85,849.0,1.0,2.2,2.0,1.3693098715995624,1.8782724874438694,1.0
누리플렉스,3.53,721.0,1.0,2.2,1.5,2.3,1.2,1.0
알에프텍,3.68,663.0,1.0,2.3,1.2,2.0,3.0,2.0
하이소닉,3.54,765.0,1.0,2.1,1.7,1.5025002523707771,2.5,1.0
바이넥스,3.78,765.0,1.3,2.6,1.6,1.0,2.0,1.0
나이스정보통신,3.61,813.0,1.0,1.9,1.0,1.0,1.0,1.3
네오티스,3.45,520.0,1.1382753435929769,2.0,1.2762515637375242,2.0,1.0,2.5
신일제약,3.6,685.0,1.0,2.4,2.0,1.7,1.5,1.9
광진윈텍,3.49,695.0,1.1451337778327537,2.1,1.4,1.5239825718500053,1.0,1.750470210634604
바른손 디지털아이디어,3.7,672.0,1.0,2.2,1.5,1.0,2.3,3.7
