회사명,공고명,"채용 형태(경력, 신입)",학력,직장 위치,키워드,마감 기한,공고 링크
㈜블랭크코퍼레이션,[스타트업/블랭크] 뷰티 상품기획자 채용 (닥터원더/콜레트 등),경력5년↑,초대졸↑,서울 강남구,"생활용품, 상품기획, 소비재, 매출관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448649?Oem_Code=C1&logpath=1&stext=&listno=25769
효성티앤씨㈜무역,효성티앤씨 무역부문 무역사무직 채용,경력1년↑,학력무관,서울 서초구,"수출입관리, 무역업",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43448639?Oem_Code=C1&logpath=1&stext=&listno=25770
㈜우신머티리얼즈,영업관리직 채용합니다.,경력무관,고졸↑,경기 평택시,"거래처관리, 화학, 매출관리, 거래처관리, 데이터분석",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43448635?Oem_Code=C1&logpath=1&stext=&listno=25771
㈜안스베이커리,(주)안스베이커리 김포공항 롯데백화점 지점 제빵사 모집,경력무관,고졸↑,서울 강서구,"㈜안스베이커리, 베이커리, 제과제빵점, 제빵사, 제과제빵 업무보조/생산",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448630?Oem_Code=C1&logpath=1&stext=&listno=25772
코너스톤프로젝트,[충주] 상품 점검 업무 직원 채용,경력무관,학력무관,충북 충주시,"조립, 전자, 검증, 기계조작",~12/14(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43448626?Oem_Code=C1&logpath=1&stext=&listno=25773
올인산업 주식회사,건설 특허 기술영업 모집,경력무관,학력무관,서울 영등포구,"시공관리, 건설, 토목설계, 건설영업, 기술지원",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448625?Oem_Code=C1&logpath=1&stext=&listno=25774
서비스투마인드㈜,여행사 OP 모집 (신입 환영),신입·경력1년↑,학력무관,서울 종로구,"해피콜, 고객응대, 접수·예약, 단순안내, 전화상담",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448624?Oem_Code=C1&logpath=1&stext=&listno=25775
차앤박피부과,차앤박피부과 성신여대점 간호조무사 구인합니다.,경력무관,고졸↑,서울 성북구,"피부과, 진료보조",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448621?Oem_Code=C1&logpath=1&stext=&listno=25776
㈜시작,순이집 일광점 한식주점 주방직원 구함,경력무관,학력무관,부산 기장군,한식,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448618?Oem_Code=C1&logpath=1&stext=&listno=25777
NHN벅스,티켓링크 서비스 담당 백엔드개발 경력 채용,경력,초대졸↑,서울 강남구,"서버개발, HTTP",~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43448617?Oem_Code=C1&logpath=1&stext=&listno=25778
㈜아이북스,HTML 기반 JavaScript 개발 경력직 모집,경력2년↑,학력무관,서울 금천구,"솔루션, 소프트웨어개발",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43448612?Oem_Code=C1&logpath=1&stext=&listno=25779
㈜아이피큐,IP영상배급팀 공고 : 영화&방송 콘텐츠 유통,신입·경력,대졸↑,서울 강남구,"모니터링, 저작권, 문서관리, 배급유통사, 영화배급",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43448603?Oem_Code=C1&logpath=1&stext=&listno=25780
㈜비바젠,"의약품 시험검사기관 분석연구원 모집  (정규직) (기기, 바이오)",경력무관,초대졸↑,경기 성남시,"검증, 의약, 제약, 생명공학, 생명공학",~12/05(화),https://www.jobkorea.co.kr//Recruit/GI_Read/43447315?Oem_Code=C1&logpath=1&stext=&listno=26181
웰크론,웰크론 방산본부 구조해석 담당자 채용,경력5년↑,대졸↑,경남 김해시,섬유,~01/29(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43447314?Oem_Code=C1&logpath=1&stext=&listno=26182
㈜신화엔지니어링,엔지니어링사업자 경영기획팀 업무지원,경력무관,대졸↑,경기 고양시,"도로설계, 토목설계, 경영기획, ERP운용",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447311?Oem_Code=C1&logpath=1&stext=&listno=26183
형제축산,정육점 직원 모집 / 중급자 이상(경력자 우대),경력,학력무관,전남 담양군 외,"판매, 정육점, 식품판매, 진열관리, 재고관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447305?Oem_Code=C1&logpath=1&stext=&listno=26184
비엔나커피하우스 이수역점,비엔나커피하우스 이수역점에서 바리스타(정직원)을 채용 합니다.,경력,학력무관,서울 서초구,"프랜차이즈, 카페, 커피숍",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447300?Oem_Code=C1&logpath=1&stext=&listno=26185
코코볼라이트,"3D, CNC 가공해주실 분 모십니다.",경력무관,학력무관,경기 의왕시 외,"절단, 설비, 기계조작, 제관, 절곡",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447297?Oem_Code=C1&logpath=1&stext=&listno=26186
금성엘리베이터㈜,승강기 유지관리 신입/경력 OTIS 파트너사,경력무관,학력무관,경기 안산시 외,"승강기기사, 기술지원, A·S수리, 기계설비, 유지보수",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447291?Oem_Code=C1&logpath=1&stext=&listno=26187
범진전자㈜,[범진전자] 구매팀 경력 채용,경력2년↑,초대졸↑,경기 수원시,"상품입출고, 재고관리, 구매계약, 재고관리, 자재구매",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447288?Oem_Code=C1&logpath=1&stext=&listno=26188
명선개발,재무팀 채용 공고,경력무관,초대졸↑,서울 광진구 외,"행정, 부가세신고, 전표입력, 결산, 자산관리",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447287?Oem_Code=C1&logpath=1&stext=&listno=26189
현대대구상인판매대리점,현대자동차 판매 대리점 신입/경력 카마스터 공고,경력무관,학력무관,대구 달서구,"판매, 자동차영업",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446671?Oem_Code=C1&logpath=1&stext=&listno=26190
세기홀딩스㈜,의정부 헬스클럽 바디붐 휘트니스 남녀 트레이너 및 연습생 채용,경력무관,학력무관,경기 의정부시,"피트니스센터, 스포츠센터",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447281?Oem_Code=C1&logpath=1&stext=&listno=26191
행복드림재가복지센터,화성시 정남 요양보호사 모십니다,경력무관,학력무관,경기 화성시,"방문요양, 요양보호사, 생활복지, 노인복지",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447276?Oem_Code=C1&logpath=1&stext=&listno=26192
(주)중앙컨벤션센터,침산동 중앙컨벤션센터 조리부 채용공고.,경력무관,학력무관,대구 북구 외,"양식, 한식",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447273?Oem_Code=C1&logpath=1&stext=&listno=26193
쓸모,방송프로그램 제작 및 기획(섭외),경력무관,초대졸↑,대전 서구,"프로덕션, 공중파방송, 케이블방송, 콘텐츠기획, 전략기획",~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447272?Oem_Code=C1&logpath=1&stext=&listno=26194
개별화물 1153,[LG설치기사] 대구 LG전자 가전설치 보조기사 상시모집,신입·경력,고졸↑,대구 달성군 외,배송,~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43447266?Oem_Code=C1&logpath=1&stext=&listno=26195
㈜동화세상 에듀코,삼덕동 경대병원역 5분거리 블로그 문서작성 온라인 마케팅 신입 모집 ( 초보자 가능 ),경력무관,초대졸↑,대구 중구 외,"SNS마케팅, 키워드광고, 문서관리, 카페·블로그관리, 제휴마케팅",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43447262?Oem_Code=C1&logpath=1&stext=&listno=26196
㈜파츠앤팬스,서초 영어유치/초등부 교수부장을 모집,경력,초대졸↑,서울 서초구,영어,~12/30(토),https://www.jobkorea.co.kr//Recruit/GI_Read/43447261?Oem_Code=C1&logpath=1&stext=&listno=26197
㈜동화세상 에듀코,터미널 도보5분거리 온라인마케팅 블로그 카페 홍보마케팅 업무 신입 모집,경력무관,초대졸↑,강원 춘천시 외,"SNS마케팅, 키워드광고, 카페·블로그관리, 바이럴마케팅, 온라인광고",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43447258?Oem_Code=C1&logpath=1&stext=&listno=26198
㈜창신기업,건축자재 업무 담당자 모집,경력무관,학력무관,경기 고양시 외,"물류센터, 상품입출고, 시공관리, 창고관리, 재고관리",~12/31(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43447245?Oem_Code=C1&logpath=1&stext=&listno=26199
㈜동화세상 에듀코,효자동 배워서 할수 있는 온라인 마케팅 신입 모집 ( 초보자 가능 ),경력무관,고졸↑,전북 전주시 외,"SNS마케팅, 키워드광고, 카페·블로그관리, 바이럴마케팅, 온라인광고",~12/04(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43447254?Oem_Code=C1&logpath=1&stext=&listno=26200
오션동물메디컬센터,수의테크니션/동물보건사를 모집합니다.,경력무관,학력무관,부산 해운대구,동물병원,~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446142?Oem_Code=C1&logpath=1&stext=&listno=26601
콜론디,[심쿵] SNS 콘텐츠 기획 (콘텐츠 마케터) 채용,경력무관,학력무관,서울 강남구 외,"안드로이드, IMC, 영상제작, SNS마케팅, 모바일App",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446139?Oem_Code=C1&logpath=1&stext=&listno=26602
행동과학원,사무직원모집,경력3년↑,학력무관,서울 강서구,"관리회계, 부가세신고, 4대보험, 급여관리, 부가세신고",~12/15(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446137?Oem_Code=C1&logpath=1&stext=&listno=26603
㈜예술과기술,닷넷 개발 12개월 (미국 6개월 출장 가능자),경력6년↑,초대졸↑,서울 금천구,SI,~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446136?Oem_Code=C1&logpath=1&stext=&listno=26604
쉐프스공기 ㈜,한남동 공기 서비스팀 채용 / 주 5일 일요일 휴무입니다,경력무관,학력무관,서울 용산구,"한식당, 소믈리에, 메뉴개발, 양식당, 한식",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446135?Oem_Code=C1&logpath=1&stext=&listno=26605
주식회사 디안트보르트,(경력/신입) 광고AE/콘텐츠마케터/마케팅기획자 모집,신입·경력3년↑,학력무관,서울 마포구,광고대행,~12/17(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43446132?Oem_Code=C1&logpath=1&stext=&listno=26606
브라이덜 헤미쉬,웨딩 드레스샵 직원 채용,신입·경력,초대졸↑,광주 동구 외,웨딩,~01/28(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43446131?Oem_Code=C1&logpath=1&stext=&listno=26607
㈜브링코,(주)브링코 재무팀 팀원을 찾습니다.,경력3년↑,대졸↑,서울 마포구,"재무회계, 자금관리, 전자상거래, 재무분석, 결산",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446129?Oem_Code=C1&logpath=1&stext=&listno=26608
㈜패스트뷰,퍼포먼스 마케터 (신입 / 사이닝 보너스 지급),경력무관,학력무관,서울 강남구 외,"영상제작, SNS마케팅, 카페·블로그관리, 광고기획, 컨텐츠",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446128?Oem_Code=C1&logpath=1&stext=&listno=26609
빌리프성형외과,강남역 성형외과 기획팀 웹디자이너 충원 (주5일제/신입가능),경력무관,학력무관,서울 강남구,성형외과,~01/28(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43446123?Oem_Code=C1&logpath=1&stext=&listno=26610
스마트하우스,온라인 E커머스 회사에서 방문 영업사원 모집합니다,경력무관,학력무관,경기 화성시,"상품기획, 영업기획, 전자상거래, 매출관리, 쇼핑몰",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446120?Oem_Code=C1&logpath=1&stext=&listno=26611
제이앤제이컴퍼니,여성의류 쇼핑몰 웹디자이너 모집,신입·경력1년↑,학력무관,충북 청주시 외,쇼핑몰,~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446118?Oem_Code=C1&logpath=1&stext=&listno=26612
㈜테라젠바이오,유전체사업부 해외영업 팀장급 채용,경력5년↑,대졸↑,경기 성남시,연구소,~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446117?Oem_Code=C1&logpath=1&stext=&listno=26613
상상유통,온라인 쇼핑몰 / SNS 바이럴 마케팅 / 글쓰기 / 정직원 채용,신입·경력,학력무관,서울 강동구,"판매, 키워드광고, 제휴마케팅, 유통, 바이럴마케팅",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446115?Oem_Code=C1&logpath=1&stext=&listno=26614
나인물류,한진택배 마포구 기사님 모집합니다.,경력무관,학력무관,경기 고양시 외,"택배, 택배",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446068?Oem_Code=C1&logpath=1&stext=&listno=26615
더하기숍,오픈마켓 판매 및 관리,경력무관,고졸↑,서울 용산구,"B2B, B2C, 키워드광고, 전자상거래, 제휴마케팅",~01/28(일),https://www.jobkorea.co.kr//Recruit/GI_Read/43446063?Oem_Code=C1&logpath=1&stext=&listno=26616
모모랩스,주식회사 모모랩스 인사팀 추가모집,경력무관,학력무관,서울 강남구,"면접·채용, 급여관리, 인사행정, 컨설팅",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446112?Oem_Code=C1&logpath=1&stext=&listno=26617
주식회사 씨에스엠글로벌,집합건물 시설직 관리직원 구인,신입·경력3년↑,고졸↑,서울 서초구 외,"가스점검, 공조냉동, 소방·방재, 시설점검, 전기점검",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446021?Oem_Code=C1&logpath=1&stext=&listno=26618
㈜비비엠 코퍼레이션,여성 의류 쇼핑몰 피팅모델 모집,경력무관,학력무관,부산 금정구,"홈쇼핑, 피팅 모델, 쇼핑몰, 의류매장",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43446012?Oem_Code=C1&logpath=1&stext=&listno=26619
㈜티엔피로지스,[주5일] 의류물류센터 반품 사원모집 자차필수,경력무관,학력무관,경기 이천시 외,"물류센터, 상품입출고, 창고관리, 물류관리, 재고관리",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43446108?Oem_Code=C1&logpath=1&stext=&listno=26620
브니엘네이처㈜,도시계획 분야 기술자 채용합니다,신입·경력,학력무관,인천 연수구,"교량설계, CAD, 도시개발, 경량·골조, 부동산개발",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445017?Oem_Code=C1&logpath=1&stext=&listno=27021
㈜씨넥스존,파주 물류 파트 정규직 채용,경력무관,학력무관,경기 파주시,"상품입출고, 창고관리, 재고관리, 물류센터, 납품",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445015?Oem_Code=C1&logpath=1&stext=&listno=27022
㈜갑우문화사,"인사,노무 경력자 채용(경영기획부)",경력1년↑,학력무관,경기 파주시,"문서작성, 비품관리, 4대보험, 노사관리, 인쇄",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445012?Oem_Code=C1&logpath=1&stext=&listno=27023
㈜라움에이드,2023년 하반기 건축시공현장 (품질관리자) 직원 (경력직) 채용,경력5년↑,초대졸↑,서울 마포구,"시공관리, 건설품질관리, 공무, 안전평가",~12/11(월),https://www.jobkorea.co.kr//Recruit/GI_Read/43445009?Oem_Code=C1&logpath=1&stext=&listno=27024
엠83,[M83 자회사] SPMC 재무 · 회계 담당자 채용 (경력),경력3년↑,초대졸↑,서울 마포구,"관리회계, 부가세신고, 재무회계, 부가세신고, 자금관리",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445007?Oem_Code=C1&logpath=1&stext=&listno=27025
㈜시티브,온라인 쇼핑몰 발주/CS/총무,경력1년↑,학력무관,인천 연수구,"B2B, 발주, 상품기획, 상품등록 및 수정, 정산",상시채용,https://www.jobkorea.co.kr//Recruit/GI_Read/43445006?Oem_Code=C1&logpath=1&stext=&listno=27026
㈜디코라이징,[편집 디자이너]모집 - 명함및 기타 인쇄물 편집작업(명함 작업위주,경력무관,고졸↑,서울 서초구,"편집디자인, IBM디자인, Sign디자인, 인쇄, 출력",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445005?Oem_Code=C1&logpath=1&stext=&listno=27027
제원기업,성남신흥동 BYC빌딩 주차관리원 채용모집,신입·경력1년↑,학력무관,경기 성남시 외,"주차정산, 청소·미화, 주차관리, 경비, 시설관리",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43445002?Oem_Code=C1&logpath=1&stext=&listno=27028
㈜블랙돗트,고기리에서 커피가 가장 맛있는 로스터리카페 블랙돗트 바리스타 채용,경력무관,학력무관,경기 용인시,카페,~12/07(목),https://www.jobkorea.co.kr//Recruit/GI_Read/43444999?Oem_Code=C1&logpath=1&stext=&listno=27029
스코프컴퍼니㈜,[크로우캐년] 마케팅 (마케터) 신입 채용,신입,학력무관,서울 마포구 외,"프로모션, 유통, SNS마케팅",~12/29(금),https://www.jobkorea.co.kr//Recruit/GI_Read/43444991?Oem_Code=C1&logpath=1&stext=&listno=27030
