,회사명,총점,"직무, 지역"
522,비앤에프테크놀로지,80.0,"금융/재무, 대전"
523,비앤에프테크놀로지,60.0,"생산관리/품질관리, 대전"
524,비에비스나무병원,66.667,"서비스/고객지원, 서울"
525,비에비스나무병원,60.0,"의약, 서울"
526,비에스엔씨,50.0,"개발, 서울"
527,비에스엔씨,40.0,"개발, 인천"
528,비에스이,40.0,"금융/재무, 인천"
529,비에스이,53.333,"생산/제조, 인천"
530,비에스이,60.0,"연구개발, 경기"
531,비에스투코리아,40.0,"생산/제조, 서울"
532,비에스투코리아,35.0,"영업/제휴, 서울"
533,비에이치아이,60.0,"금융/재무, 경남"
534,비에이치아이,60.0,"생산/제조, 경남"
535,비에이치아이,60.0,"엔지니어링, 경남"
536,비에이치아이,80.0,"연구개발, 경남"
537,비엔피파리바증권,80.0,"개발, 서울"
538,비엔피파리바증권,53.333,"금융/재무, 서울"
539,비엔피파리바증권,80.0,"인사/총무, 서울"
540,비엔피파리바카디프생명보험,40.0,"개발, 서울"
541,비엔피파리바카디프생명보험,60.0,"금융/재무, 서울"
542,비엔피파리바카디프생명보험,70.0,"영업/제휴, 서울"
543,비엔피파리바카디프생명보험,60.0,"인사/총무, 서울"
544,비엠글로벌,40.0,"디자인, 서울"
545,비엠글로벌,60.0,"마케팅/시장조사, 서울"
546,비엠글로벌,80.0,"생산/제조, 서울"
547,비엠글로벌,20.0,"영업/제휴, 서울"
548,비엠더블유코리아,40.0,"기획/경영, 서울"
549,비엠더블유코리아,80.0,"마케팅/시장조사, 서울"
550,비엠더블유코리아,60.0,"인사/총무, 서울"
551,비전세미콘,80.0,"개발, 세종"
552,비전세미콘,30.0,"생산/제조, 세종"
553,비전세미콘,20.0,"연구개발, 세종"
554,비전세미콘,60.0,"영업/제휴, 세종"
555,비젠트로,45.0,"개발, 경기"
556,비젠트로,40.0,"인사/총무, 경기"
557,비카코리아,20.0,"서비스/고객지원, 경기"
558,비카코리아,26.667,"영업/제휴, 경기"
559,비카코리아,20.0,"영업/제휴, 서울"
560,비케이전자,50.0,"개발, 경기"
561,비케이전자,46.667,"생산/제조, 경기"
562,비코비엔,100.0,"기획/경영, 서울"
563,비코비엔,35.0,"엔지니어링, 서울"
564,비투비엔지니어링,20.0,"생산/제조, 경기"
565,비투비엔지니어링,50.0,"엔지니어링, 경기"
566,비플라이소프트,40.0,"개발, 서울"
567,비플라이소프트,60.0,"금융/재무, 서울"
568,비플라이소프트,60.0,"마케팅/시장조사, 서울"
569,비플라이소프트,20.0,"영업/제휴, 서울"
570,빅프로덕트코리아,60.0,"기획/경영, 서울"
571,빅프로덕트코리아,20.0,"미디어/홍보, 서울"
572,빅프로덕트코리아,66.667,"영업/제휴, 서울"
573,빌트조명,50.0,"디자인, 경기"
574,빌트조명,20.0,"연구개발, 경기"
575,빌트조명,80.0,"영업/제휴, 인천"
576,빌트조명,60.0,"유통/무역, 경기"
577,빌포스트,40.0,"개발, 경기"
578,빌포스트,45.0,"개발, 서울"
579,빔피어스,44.0,"개발, 서울"
580,사노피파스퇴르,40.0,"금융/재무, 서울"
581,사노피파스퇴르,80.0,"기획/경영, 서울"
582,사노피파스퇴르,100.0,"마케팅/시장조사, 서울"
583,사노피파스퇴르,100.0,"연구개발, 서울"
584,사노피파스퇴르,80.0,"유통/무역, 서울"
585,사브밀러브랜드코리아,60.0,"기획/경영, 서울"
586,사브밀러브랜드코리아,60.0,"영업/제휴, 경기"
587,사브밀러브랜드코리아,60.0,"영업/제휴, 광주"
588,사브밀러브랜드코리아,50.0,"영업/제휴, 서울"
589,사비노델베네코리아,60.0,"유통/무역, 서울"
590,사빅코리아,80.0,"금융/재무, 서울"
591,사빅코리아,60.0,"생산관리/품질관리, 충북"
592,사빅코리아,40.0,"서비스/고객지원, 서울"
593,사빅코리아,60.0,"영업/제휴, 기타"
594,사이버시큐리티라크,72.0,"개발, 서울"
595,사조산업,35.0,"기획/경영, 서울"
596,사조산업,80.0,"생산/제조, 경남"
597,사카타코리아,100.0,"생산/제조, 경기"
598,사카타코리아,60.0,"생산관리/품질관리, 경기"
599,사카타코리아,100.0,"연구개발, 경기"
600,사카타코리아,60.0,"영업/제휴, 기타"
601,사카타코리아,60.0,"영업/제휴, 서울"
602,사필로코리아,60.0,"기획/경영, 서울"
603,사필로코리아,60.0,"마케팅/시장조사, 서울"
604,사필로코리아,60.0,"영업/제휴, 서울"
605,사필로코리아,40.0,"유통/무역, 서울"
606,산일테크,20.0,"기획/경영, 인천"
607,산일테크,20.0,"생산/제조, 경기"
608,산일테크,60.0,"생산관리/품질관리, 인천"
609,산전정밀,55.0,"생산/제조, 충북"
610,산전정밀,60.0,"연구개발, 충북"
611,산켄엘렉트릭코리아,60.0,"개발, 서울"
612,산켄엘렉트릭코리아,60.0,"금융/재무, 서울"
613,산켄엘렉트릭코리아,30.0,"연구개발, 서울"
614,산켄엘렉트릭코리아,40.0,"인사/총무, 서울"
615,삼건세기,80.0,"금융/재무, 부산"
616,삼건세기,100.0,"기획/경영, 경남"
617,삼건세기,80.0,"생산/제조, 경남"
618,삼건세기,80.0,"생산/제조, 부산"
619,삼건세기,80.0,"생산관리/품질관리, 경남"
620,삼광의료재단,60.0,"마케팅/시장조사, 서울"
621,삼광의료재단,20.0,"영업/제휴, 경기"
622,삼광의료재단,53.333,"의약, 서울"
623,삼덕통상,20.0,"생산/제조, 부산"
624,삼덕통상,46.667,"생산관리/품질관리, 부산"
625,삼두정보기술,36.0,"개발, 서울"
626,삼목에스폼,60.0,"생산/제조, 경기"
627,삼목에스폼,60.0,"서비스/고객지원, 경기"
628,삼목에스폼,40.0,"엔지니어링, 경기"
629,삼목에스폼,30.0,"엔지니어링, 서울"
630,삼미금속,46.667,"생산/제조, 경남"
631,삼미금속,40.0,"엔지니어링, 경남"
632,삼미정보시스템,46.667,"개발, 경남"
633,삼미정보시스템,50.0,"개발, 서울"
634,삼보산업,40.0,"금융/재무, 경남"
635,삼보산업,40.0,"생산/제조, 대구"
636,삼보산업,53.333,"생산관리/품질관리, 경남"
637,삼보에이앤티,53.333,"생산관리/품질관리, 충북"
638,삼보에이앤티,60.0,"연구개발, 충북"
639,삼보에이앤티,80.0,"영업/제휴, 충북"
640,삼보이엔씨,70.0,"엔지니어링, 기타"
641,삼보이엔씨,50.0,"엔지니어링, 서울"
642,삼보이엔씨,80.0,"엔지니어링, 해외"
643,삼부토건,80.0,"금융/재무, 서울"
644,삼부토건,100.0,"법률/법무, 서울"
645,삼부토건,100.0,"생산/제조, 서울"
646,삼부토건,60.0,"엔지니어링, 경기"
647,삼부토건,60.0,"엔지니어링, 기타"
648,삼성공조,80.0,"개발, 경남"
649,삼성공조,20.0,"생산/제조, 경남"
650,삼성공조,40.0,"생산관리/품질관리, 경남"
651,삼성공조,20.0,"연구개발, 경남"
652,삼성공조,40.0,"인사/총무, 경남"
653,삼성디스플레이,80.0,"기획/경영, 경기"
654,삼성디스플레이,100.0,"마케팅/시장조사, 경기"
655,삼성디스플레이,80.0,"생산/제조, 충남"
656,삼성디스플레이,80.0,"생산관리/품질관리, 충남"
657,삼성물산,100.0,"디자인, 서울"
658,삼성물산,80.0,"영업/제휴, 서울"
659,삼성물산,80.0,"유통/무역, 서울"
660,삼성물산,60.0,"유통/무역, 해외"
661,삼성바이오에피스,60.0,"금융/재무, 인천"
662,삼성바이오에피스,60.0,"기획/경영, 인천"
663,삼성바이오에피스,60.0,"생산/제조, 인천"
664,삼성바이오에피스,70.0,"연구개발, 인천"
665,삼성발레오써멀시스템스,80.0,"생산/제조, 경남"
666,삼성발레오써멀시스템스,40.0,"영업/제휴, 경남"
667,삼성발레오써멀시스템스,33.333,"인사/총무, 경남"
668,삼성생명보험,20.0,"금융/재무, 서울"
669,삼성생명보험,60.0,"서비스/고객지원, 서울"
670,삼성생명보험,60.0,"영업/제휴, 서울"
671,삼성선물,80.0,"개발, 서울"
672,삼성선물,60.0,"금융/재무, 서울"
673,삼성선물,73.333,"영업/제휴, 서울"
674,삼성에스디아이,90.0,"생산/제조, 울산"
675,삼성에스디아이,80.0,"생산관리/품질관리, 울산"
676,삼성에스디아이,60.0,"생산관리/품질관리, 충북"
677,삼성에스디아이,100.0,"엔지니어링, 충남"
678,삼성에스디에스,86.667,"개발, 서울"
679,삼성에스디에스,80.0,"기획/경영, 서울"
680,삼성에스디에스,60.0,"기획/경영, 해외"
681,삼성자산운용,80.0,"개발, 서울"
682,삼성자산운용,86.667,"금융/재무, 서울"
683,삼성자산운용,60.0,"마케팅/시장조사, 서울"
684,삼성전기,80.0,"생산/제조, 경기"
685,삼성전기,65.0,"생산/제조, 부산"
686,삼성전자로지텍,80.0,"기획/경영, 경기"
687,삼성전자로지텍,100.0,"서비스/고객지원, 대구"
688,삼성전자로지텍,80.0,"유통/무역, 경기"
689,삼성전자로지텍,60.0,"유통/무역, 경남"
690,삼성전자로지텍,80.0,"인사/총무, 경기"
691,삼성제약,80.0,"생산/제조, 경기"
692,삼성제약,40.0,"생산관리/품질관리, 경기"
693,삼성제약,40.0,"영업/제휴, 경기"
694,삼성제약,60.0,"인사/총무, 서울"
695,삼성중공업,60.0,"기획/경영, 경남"
696,삼성중공업,40.0,"미디어/홍보, 경남"
697,삼성중공업,60.0,"생산/제조, 경남"
698,삼성중공업,60.0,"생산관리/품질관리, 경남"
699,삼성중공업,40.0,"엔지니어링, 경남"
700,삼성증권,60.0,"개발, 서울"
701,삼성증권,100.0,"금융/재무, 서울"
702,삼성증권,60.0,"디자인, 서울"
703,삼성증권,40.0,"영업/제휴, 서울"
704,삼성증권,80.0,"인사/총무, 서울"
705,삼성카드,80.0,"개발, 서울"
706,삼성카드,100.0,"기획/경영, 서울"
707,삼성카드,80.0,"마케팅/시장조사, 서울"
708,삼성카드,60.0,"생산관리/품질관리, 경기"
709,삼성카드,80.0,"영업/제휴, 경기"
710,삼성카드고객서비스,80.0,"개발, 부산"
711,삼성카드고객서비스,20.0,"금융/재무, 서울"
712,삼성카드고객서비스,80.0,"서비스/고객지원, 부산"
713,삼성카드고객서비스,50.0,"서비스/고객지원, 서울"
714,삼성포리머,40.0,"기획/경영, 경기"
715,삼성포리머,60.0,"생산/제조, 경기"
716,삼성포리머,60.0,"영업/제휴, 경기"
717,삼성화재해상보험,40.0,"금융/재무, 서울"
718,삼성화재해상보험,20.0,"기획/경영, 서울"
719,삼성화재해상보험,80.0,"영업/제휴, 경남"
720,삼성화재해상보험,60.0,"인사/총무, 서울"
721,삼세산업,40.0,"금융/재무, 부산"
722,삼세산업,20.0,"생산관리/품질관리, 부산"
723,삼세산업,80.0,"인사/총무, 부산"
724,삼아알미늄,60.0,"생산/제조, 경기"
725,삼아알미늄,70.0,"생산관리/품질관리, 경기"
726,삼아알미늄,40.0,"생산관리/품질관리, 서울"
727,삼아알미늄,100.0,"인사/총무, 경기"
728,삼아제약,20.0,"금융/재무, 인천"
729,삼아제약,70.0,"생산관리/품질관리, 강원"
730,삼아제약,60.0,"연구개발, 강원"
731,삼아제약,60.0,"영업/제휴, 기타"
732,삼양식품,40.0,"기획/경영, 서울"
733,삼양식품,60.0,"디자인, 서울"
734,삼양식품,60.0,"생산/제조, 강원"
735,삼양식품,20.0,"엔지니어링, 경남"
736,새롬성원산업,100.0,"기획/경영, 서울"
737,새롬성원산업,20.0,"엔지니어링, 서울"
738,새롬성원산업,20.0,"엔지니어링, 충북"
739,새롬성원산업,60.0,"인사/총무, 서울"
740,서연,100.0,"기획/경영, 경기"
741,서연,70.0,"기획/경영, 서울"
742,서연,60.0,"생산/제조, 울산"
743,서울효천의료재단,50.0,"서비스/고객지원, 서울"
744,서울효천의료재단,40.0,"의약, 서울"
745,선보공업,60.0,"개발, 부산"
746,선보공업,60.0,"기획/경영, 부산"
747,선보공업,60.0,"생산/제조, 부산"
748,선보공업,20.0,"엔지니어링, 부산"
749,선보공업,40.0,"유통/무역, 부산"
750,선앤엘,20.0,"개발, 인천"
751,선앤엘,60.0,"생산/제조, 경남"
752,선앤엘,30.0,"생산/제조, 인천"
753,선앤엘,20.0,"영업/제휴, 인천"
754,선우,40.0,"생산/제조, 경남"
755,선우,20.0,"생산/제조, 경북"
756,선우,20.0,"생산관리/품질관리, 경북"
757,선우,100.0,"엔지니어링, 경북"
758,선우,60.0,"엔지니어링, 울산"
759,선우씨에스,60.0,"기획/경영, 경남"
760,선우씨에스,53.333,"생산/제조, 경남"
761,선우씨에스,20.0,"생산관리/품질관리, 경남"
762,선일금고제작,60.0,"개발, 경기"
763,선일금고제작,40.0,"생산관리/품질관리, 경기"
764,선일금고제작,20.0,"유통/무역, 경기"
765,선진테크,30.0,"생산/제조, 전남"
766,선진테크,20.0,"생산관리/품질관리, 경남"
767,선진테크,20.0,"생산관리/품질관리, 전남"
768,선함의원,60.0,"개발, 서울"
769,선함의원,40.0,"금융/재무, 경기"
770,선함의원,40.0,"영업/제휴, 대전"
771,선함의원,60.0,"의약, 경기"
772,성광의료재단,40.0,"영업/제휴, 서울"
773,성광의료재단,35.0,"의약, 서울"
774,성동조선해양,60.0,"생산/제조, 경남"
775,성동조선해양,80.0,"생산관리/품질관리, 경남"
776,성동조선해양,80.0,"엔지니어링, 경남"
777,성동조선해양,80.0,"전문직, 경남"
778,성림중전기,70.0,"생산/제조, 부산"
779,성림중전기,50.0,"생산관리/품질관리, 부산"
780,성림중전기,80.0,"영업/제휴, 부산"
781,성림첨단산업,60.0,"생산/제조, 경북"
782,성림첨단산업,46.667,"생산/제조, 대구"
783,성림첨단산업,80.0,"생산관리/품질관리, 대구"
784,성보피앤티,50.0,"생산/제조, 경기"
785,성보피앤티,40.0,"영업/제휴, 경기"
786,성보피앤티,40.0,"전문직, 경기"
787,성보화학,20.0,"기획/경영, 서울"
788,성보화학,40.0,"서비스/고객지원, 기타"
789,성보화학,46.667,"서비스/고객지원, 서울"
790,성삼의료재단미즈메디병원,60.0,"기획/경영, 서울"
791,성삼의료재단미즈메디병원,60.0,"서비스/고객지원, 서울"
792,성삼의료재단미즈메디병원,30.0,"의약, 서울"
793,성삼의료재단미즈메디병원,60.0,"인사/총무, 서울"
794,성신상사,33.333,"디자인, 서울"
795,성신상사,20.0,"마케팅/시장조사, 서울"
796,성신상사,20.0,"영업/제휴, 서울"
797,성신양회,60.0,"금융/재무, 서울"
798,성신양회,40.0,"기획/경영, 서울"
799,성신양회,20.0,"생산/제조, 충북"
800,성신양회,100.0,"생산관리/품질관리, 충북"
801,성신양회,40.0,"영업/제휴, 서울"
802,성안합섬,80.0,"금융/재무, 경북"
803,성안합섬,60.0,"기획/경영, 경북"
804,성안합섬,40.0,"생산/제조, 경북"
805,성우테크론,60.0,"개발, 기타"
806,성우테크론,40.0,"생산/제조, 경남"
807,성우테크론,60.0,"생산관리/품질관리, 대전"
808,성우테크론,60.0,"엔지니어링, 경남"
809,성우테크론,60.0,"연구개발, 경남"
810,성원애드콕제약,20.0,"생산/제조, 경기"
811,성원애드콕제약,90.0,"생산관리/품질관리, 경기"
812,성원애드콕제약,20.0,"영업/제휴, 경기"
813,성재,20.0,"생산/제조, 경북"
814,성재,40.0,"생산관리/품질관리, 경북"
815,성지건설,20.0,"금융/재무, 서울"
816,성지건설,40.0,"기획/경영, 경기"
817,성지건설,50.0,"생산관리/품질관리, 대구"
818,성지건설,20.0,"영업/제휴, 서울"
819,성창기업지주,40.0,"기획/경영, 부산"
820,성창기업지주,40.0,"기획/경영, 울산"
821,성창기업지주,60.0,"생산/제조, 부산"
822,성창기업지주,40.0,"생산관리/품질관리, 부산"
823,성창기업지주,20.0,"유통/무역, 부산"
824,성창이엔씨,80.0,"기획/경영, 전남"
825,성창이엔씨,60.0,"생산/제조, 해외"
826,성창이엔씨,40.0,"엔지니어링, 전남"
827,성창이엔씨,20.0,"인사/총무, 전남"
828,성창이엔씨,60.0,"전문직, 해외"
829,성호전자,80.0,"개발, 경기"
830,성호전자,100.0,"개발, 서울"
831,성호전자,60.0,"기획/경영, 경기"
832,성호전자,60.0,"연구개발, 서울"
833,성호전자,20.0,"영업/제휴, 경기"
834,성화물산,40.0,"디자인, 서울"
835,성화물산,80.0,"생산/제조, 서울"
836,성화물산,60.0,"영업/제휴, 서울"
837,성화산업,60.0,"생산/제조, 경남"
838,성화산업,20.0,"생산/제조, 울산"
839,성화산업,60.0,"생산관리/품질관리, 경남"
840,성화산업,80.0,"엔지니어링, 경남"
841,성화산업,60.0,"엔지니어링, 전남"
842,세계식품,40.0,"금융/재무, 부산"
843,세계식품,60.0,"마케팅/시장조사, 부산"
